,1994-03-11 00:00:00,1994-04-11 00:00:00,1994-05-11 00:00:00,1994-06-11 00:00:00,1994-07-11 00:00:00,1994-08-11 00:00:00,1994-09-11 00:00:00,1994-10-11 00:00:00,1994-11-11 00:00:00,1994-12-11 00:00:00,1995-01-11 00:00:00,1995-02-11 00:00:00,1995-03-11 00:00:00,1995-04-11 00:00:00,1995-05-11 00:00:00,1995-06-11 00:00:00,1995-07-11 00:00:00,1995-08-11 00:00:00,1995-09-11 00:00:00,1995-10-11 00:00:00,1995-11-11 00:00:00,1995-12-11 00:00:00,1996-01-11 00:00:00,1996-02-11 00:00:00,1996-03-11 00:00:00,1996-04-11 00:00:00,1996-05-11 00:00:00,1996-06-11 00:00:00,1996-07-11 00:00:00,1996-08-11 00:00:00,1996-09-11 00:00:00,1996-10-11 00:00:00,1996-11-11 00:00:00,1996-12-11 00:00:00,1997-01-11 00:00:00,1997-02-11 00:00:00,1997-03-11 00:00:00,1997-04-11 00:00:00,1997-05-11 00:00:00,1997-06-11 00:00:00,1997-07-11 00:00:00,1997-08-11 00:00:00,1997-09-11 00:00:00,1997-10-11 00:00:00,1997-11-11 00:00:00,1997-12-11 00:00:00,1998-01-11 00:00:00,1998-02-11 00:00:00,1998-03-11 00:00:00,1998-04-11 00:00:00,1998-05-11 00:00:00,1998-06-11 00:00:00,1998-07-11 00:00:00,1998-08-11 00:00:00,1998-09-11 00:00:00,1998-10-11 00:00:00,1998-11-11 00:00:00,1998-12-11 00:00:00,1999-01-11 00:00:00,1999-02-11 00:00:00,1999-03-11 00:00:00,1999-04-11 00:00:00,1999-05-11 00:00:00,1999-06-11 00:00:00,1999-07-11 00:00:00,1999-08-11 00:00:00,1999-09-11 00:00:00,1999-10-11 00:00:00,1999-11-11 00:00:00,1999-12-11 00:00:00,2000-01-11 00:00:00,2000-02-11 00:00:00,2000-03-11 00:00:00,2000-04-11 00:00:00,2000-05-11 00:00:00,2000-06-11 00:00:00,2000-07-11 00:00:00,2000-08-11 00:00:00,2000-09-11 00:00:00,2000-10-11 00:00:00,2000-11-11 00:00:00,2000-12-11 00:00:00,2001-01-11 00:00:00,2001-02-11 00:00:00,2001-03-11 00:00:00,2001-04-11 00:00:00,2001-05-11 00:00:00,2001-06-11 00:00:00,2001-07-11 00:00:00,2001-08-11 00:00:00,2001-09-11 00:00:00,2001-10-11 00:00:00,2001-11-11 00:00:00,2001-12-11 00:00:00,2002-01-11 00:00:00,2002-02-11 00:00:00,2002-03-11 00:00:00,2002-04-11 00:00:00,2002-05-11 00:00:00,2002-06-11 00:00:00,2002-07-11 00:00:00,2002-08-11 00:00:00,2002-09-11 00:00:00,2002-10-11 00:00:00,2002-11-11 00:00:00,2002-12-11 00:00:00,2003-01-11 00:00:00,2003-02-11 00:00:00,2003-03-11 00:00:00,2003-04-11 00:00:00,2003-05-11 00:00:00,2003-06-11 00:00:00,2003-07-11 00:00:00,2003-08-11 00:00:00,2003-09-11 00:00:00,2003-10-11 00:00:00,2003-11-11 00:00:00,2003-12-11 00:00:00,2004-01-11 00:00:00,2004-02-11 00:00:00,2004-03-11 00:00:00,2004-04-11 00:00:00,2004-05-11 00:00:00,2004-06-11 00:00:00,2004-07-11 00:00:00,2004-08-11 00:00:00,2004-09-11 00:00:00,2004-10-11 00:00:00,2004-11-11 00:00:00,2004-12-11 00:00:00,2005-01-11 00:00:00,2005-02-11 00:00:00,2005-03-11 00:00:00,2005-04-11 00:00:00,2005-05-11 00:00:00,2005-06-11 00:00:00,2005-07-11 00:00:00,2005-08-11 00:00:00,2005-09-11 00:00:00,2005-10-11 00:00:00,2005-11-11 00:00:00,2005-12-11 00:00:00,2006-01-11 00:00:00,2006-02-11 00:00:00,2006-03-11 00:00:00,2006-04-11 00:00:00,2006-05-11 00:00:00,2006-06-11 00:00:00,2006-07-11 00:00:00,2006-08-11 00:00:00,2006-09-11 00:00:00,2006-10-11 00:00:00,2006-11-11 00:00:00,2006-12-11 00:00:00,2007-01-11 00:00:00,2007-02-11 00:00:00,2007-03-11 00:00:00,2007-04-11 00:00:00,2007-05-11 00:00:00,2007-06-11 00:00:00,2007-07-11 00:00:00,2007-08-11 00:00:00,2007-09-11 00:00:00,2007-10-11 00:00:00,2007-11-11 00:00:00,2007-12-11 00:00:00,2008-01-11 00:00:00,2008-02-11 00:00:00,2008-03-11 00:00:00,2008-04-11 00:00:00,2008-05-11 00:00:00,2008-06-11 00:00:00,2008-07-11 00:00:00,2008-08-11 00:00:00,2008-09-11 00:00:00,2008-10-11 00:00:00,2008-11-11 00:00:00,2008-12-11 00:00:00,2009-01-11 00:00:00,2009-02-11 00:00:00,2009-03-11 00:00:00,2009-04-11 00:00:00,2009-05-11 00:00:00,2009-06-11 00:00:00,2009-07-11 00:00:00,2009-08-11 00:00:00,2009-09-11 00:00:00,2009-10-11 00:00:00,2009-11-11 00:00:00,2009-12-11 00:00:00,2010-01-11 00:00:00,2010-02-11 00:00:00,2010-03-11 00:00:00,2010-04-11 00:00:00,2010-05-11 00:00:00,2010-06-11 00:00:00,2010-07-11 00:00:00,2010-08-11 00:00:00,2010-09-11 00:00:00,2010-10-11 00:00:00,2010-11-11 00:00:00,2010-12-11 00:00:00,2011-01-11 00:00:00,2011-02-11 00:00:00,2011-03-11 00:00:00,2011-04-11 00:00:00,2011-05-11 00:00:00,2011-06-11 00:00:00,2011-07-11 00:00:00,2011-08-11 00:00:00,2011-09-11 00:00:00,2011-10-11 00:00:00,2011-11-11 00:00:00,2011-12-11 00:00:00,2012-01-11 00:00:00,2012-02-11 00:00:00,2012-03-11 00:00:00,2012-04-11 00:00:00,2012-05-11 00:00:00,2012-06-11 00:00:00,2012-07-11 00:00:00,2012-08-11 00:00:00,2012-09-11 00:00:00,2012-10-11 00:00:00,2012-11-11 00:00:00,2012-12-11 00:00:00,2013-01-11 00:00:00,2013-02-11 00:00:00,2013-03-11 00:00:00,2013-04-11 00:00:00,2013-05-11 00:00:00,2013-06-11 00:00:00,2013-07-11 00:00:00,2013-08-11 00:00:00,2013-09-11 00:00:00,2013-10-11 00:00:00,2013-11-11 00:00:00,2013-12-11 00:00:00,2014-01-11 00:00:00,2014-02-11 00:00:00,2014-03-11 00:00:00,2014-04-11 00:00:00,2014-05-11 00:00:00,2014-06-11 00:00:00,2014-07-11 00:00:00,2014-08-11 00:00:00,2014-09-11 00:00:00,2014-10-11 00:00:00,2014-11-11 00:00:00,2014-12-11 00:00:00,2015-01-11 00:00:00,2015-02-11 00:00:00,2015-03-11 00:00:00,2015-04-11 00:00:00,2015-05-11 00:00:00,2015-06-11 00:00:00,2015-07-11 00:00:00,2015-08-11 00:00:00,2015-09-11 00:00:00,2015-10-11 00:00:00,2015-11-11 00:00:00,2015-12-11 00:00:00,2016-01-11 00:00:00,2016-02-11 00:00:00,2016-03-11 00:00:00,2016-04-11 00:00:00,2016-05-11 00:00:00,2016-06-11 00:00:00,2016-07-11 00:00:00,2016-08-11 00:00:00,2016-09-11 00:00:00,2016-10-11 00:00:00,2016-11-11 00:00:00,2016-12-11 00:00:00,2017-01-11 00:00:00,2017-02-11 00:00:00,2017-03-11 00:00:00,2017-04-11 00:00:00,2017-05-11 00:00:00,2017-06-11 00:00:00,2017-07-11 00:00:00,2017-08-11 00:00:00,2017-09-11 00:00:00,2017-10-11 00:00:00,2017-11-11 00:00:00,2017-12-11 00:00:00,2018-01-11 00:00:00,2018-02-11 00:00:00,2018-03-11 00:00:00,2018-04-11 00:00:00,2018-05-11 00:00:00,2018-06-11 00:00:00,2018-07-11 00:00:00,2018-08-11 00:00:00,2018-09-11 00:00:00,2018-10-11 00:00:00,2018-11-11 00:00:00,2018-12-11 00:00:00,2019-01-11 00:00:00,2019-02-11 00:00:00,2019-03-11 00:00:00
Drew Dober,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.05,0.05,0.05,0.05,0.05,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.05,0.05,0.03333333333333333,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Sampo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Benoit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Rosholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.05,0.05,0.05,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walt Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.05,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05,0.05,0.05,0.03333333333333333,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.05,0.08333333333333333,0.16666666666666666,0.16666666666666666
Ben Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Richie Vaculik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Scoggins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.05,0.05,0.05,0.05,0.05,0.08333333333333333,0.08333333333333333,0.05,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Bruno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Jotko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.05,0.05,0.05,0.05,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Makovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alptekin Ozkilic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiichi Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Luiz Dutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katsunori Kikuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royston Wee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Galera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarec Saffiedine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
